KYTREASNOX,TIDXFAM,TTERMTYPE,TTERMLBL,MCALDT,RMTREASNO,RMCRSPID,TMBIDYTM,TMASKYTM,TMYTM,TMDURATN
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2013/12/31,206635,20140130.4,2.03E-02,1.01E-02,1.52E-02,30
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2014/1/31,206586,20140306.4,5.58E-02,4.56E-02,5.07E-02,34
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2014/2/28,206598,20140403.4,3.55E-02,2.53E-02,3.04E-02,34
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2014/3/31,206606,20140501.4,2.03E-02,1.52E-02,1.77E-02,31
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2014/4/30,206675,20140605.4,1.52E-02,5.07E-03,1.01E-02,36
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2014/5/30,206685,20140703.4,3.04E-02,1.52E-02,2.28E-02,34
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2014/6/30,206693,20140731.4,2.03E-02,1.01E-02,1.52E-02,31
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2014/7/31,206704,20140904.4,1.01E-02,0.00E+00,5.07E-03,35
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2014/8/29,206715,20141002.4,1.01E-02,0.00E+00,5.07E-03,34
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2014/9/30,206723,20141030.4,2.03E-02,1.01E-02,1.52E-02,30
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2014/10/31,206736,20141204.4,7.60E-03,-2.53E-03,2.53E-03,34
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2014/11/28,206745,20150102.4,1.01E-02,0.00E+00,5.07E-03,35
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2014/12/31,206696,20150205.4,1.52E-02,5.07E-03,1.01E-02,36
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2015/1/30,206705,20150305.4,-1.52E-02,-2.53E-02,-2.03E-02,34
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2015/2/27,206716,20150402.4,0.00E+00,-1.01E-02,-5.07E-03,34
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2015/3/31,206724,20150430.4,4.06E-02,3.04E-02,3.55E-02,30
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2015/4/30,206790,20150604.4,0.00E+00,-1.01E-02,-5.07E-03,35
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2015/5/29,206800,20150702.4,7.60E-03,-2.53E-03,2.53E-03,34
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2015/6/30,206809,20150730.4,-4.06E-02,-5.07E-02,-4.56E-02,30
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2015/7/31,206819,20150903.4,3.55E-02,2.53E-02,3.04E-02,34
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2015/8/31,206830,20151001.4,0.00E+00,-1.52E-02,-7.60E-03,31
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2015/9/30,206839,20151105.4,-2.53E-02,-3.04E-02,-2.79E-02,36
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2015/10/30,206854,20151203.4,3.04E-02,2.03E-02,2.53E-02,34
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2015/11/30,206864,20151231.4,1.32E-01,1.12E-01,1.22E-01,31
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2015/12/31,206811,20160204.4,8.62E-02,5.07E-02,6.84E-02,35
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2016/1/29,206820,20160303.4,2.33E-01,2.23E-01,2.28E-01,34
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2016/2/29,206831,20160331.4,2.28E-01,2.18E-01,2.23E-01,31
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2016/3/31,206901,20160505.4,8.11E-02,7.10E-02,7.60E-02,35
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2016/4/29,206909,20160602.4,1.37E-01,1.27E-01,1.32E-01,34
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2016/5/31,206920,20160630.4,2.33E-01,2.23E-01,2.28E-01,30
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2016/6/30,206935,20160804.4,2.13E-01,2.08E-01,2.10E-01,35
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2016/7/29,206944,20160901.4,1.88E-01,1.77E-01,1.83E-01,34
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2016/8/31,206955,20161006.4,2.54E-01,2.23E-01,2.38E-01,36
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2016/9/30,206966,20161103.4,1.93E-01,1.83E-01,1.88E-01,34
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2016/10/31,206975,20161201.4,1.83E-01,1.42E-01,1.62E-01,31
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2016/11/30,206923,20170105.4,3.09E-01,2.99E-01,3.04E-01,36
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2016/12/30,206936,20170202.4,4.16E-01,4.06E-01,4.11E-01,34
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2017/1/31,206945,20170302.4,4.77E-01,4.66E-01,4.72E-01,30
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2017/2/28,206956,20170330.4,4.34E-01,4.24E-01,4.29E-01,30
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2017/3/31,207022,20170504.4,6.95E-01,6.85E-01,6.90E-01,34
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2017/4/28,207030,20170601.4,6.80E-01,6.69E-01,6.74E-01,34
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2017/5/31,207041,20170706.4,7.56E-01,7.45E-01,7.51E-01,36
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2017/6/30,207050,20170803.4,8.62E-01,8.52E-01,8.57E-01,34
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2017/7/31,207060,20170831.4,9.79E-01,9.69E-01,9.74E-01,31
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2017/8/31,207072,20171005.4,1.12E+00,1.11E+00,1.11E+00,35
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2017/9/29,207080,20171102.4,9.64E-01,9.53E-01,9.59E-01,34
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2017/10/31,207088,20171130.4,1.01E+00,9.99E-01,1.00E+00,30
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2017/11/30,207120,20180102.4,1.12E+00,1.09E+00,1.10E+00,33
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2017/12/29,207051,20180201.4,1.30E+00,1.18E+00,1.24E+00,34
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2018/1/31,207124,20180308.4,1.35E+00,1.35E+00,1.35E+00,36
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2018/2/28,207124,20180308.4,1.20E+00,1.19E+00,1.19E+00,8
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2018/3/29,207144,20180503.4,1.67E+00,1.58E+00,1.63E+00,35
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2018/4/30,207151,20180531.4,1.65E+00,1.64E+00,1.65E+00,31
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2018/5/31,207162,20180705.4,1.76E+00,1.76E+00,1.76E+00,35
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2018/6/29,207169,20180802.4,1.80E+00,1.76E+00,1.78E+00,34
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2018/7/31,207181,20180830.4,1.92E+00,1.91E+00,1.92E+00,30
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2018/8/31,207192,20181004.4,1.97E+00,1.96E+00,1.96E+00,34
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2018/9/28,207200,20181101.4,2.09E+00,2.08E+00,2.09E+00,34
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2018/10/31,207154,20181206.4,2.19E+00,2.17E+00,2.18E+00,36
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2018/11/30,207271,20190102.4,2.26E+00,2.25E+00,2.26E+00,33
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2018/12/31,207170,20190131.4,2.26E+00,2.25E+00,2.26E+00,31
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2019/1/31,207289,20190305.4,2.36E+00,2.35E+00,2.35E+00,33
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2019/2/28,207301,20190402.4,2.43E+00,2.42E+00,2.43E+00,33
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2019/3/29,207319,20190430.4,2.43E+00,2.42E+00,2.42E+00,32
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2019/4/30,207277,20190530.4,2.42E+00,2.41E+00,2.41E+00,30
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2019/5/31,207342,20190702.4,2.35E+00,2.34E+00,2.35E+00,32
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2019/6/28,207354,20190730.4,2.04E+00,2.02E+00,2.03E+00,32
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2019/7/31,207376,20190903.4,2.26E+00,2.25E+00,2.25E+00,34
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2019/8/30,207380,20191001.4,2.09E+00,2.08E+00,2.09E+00,32
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2019/9/30,207345,20191031.4,1.81E+00,1.80E+00,1.80E+00,31
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2019/10/31,207418,20191203.4,1.52E+00,1.51E+00,1.52E+00,33
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2019/11/29,207422,20191231.4,1.63E+00,1.63E+00,1.63E+00,32
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2019/12/31,207306,20200130.4,1.42E+00,1.41E+00,1.42E+00,30
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2020/1/31,207451,20200303.4,1.56E+00,1.56E+00,1.56E+00,32
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2020/2/28,207463,20200331.4,1.45E+00,1.44E+00,1.45E+00,32
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2020/3/31,207425,20200430.4,9.13E-03,-1.01E-03,4.06E-03,30
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2020/4/30,207499,20200602.4,8.11E-02,6.59E-02,7.35E-02,33
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2020/5/29,207511,20200630.4,1.32E-01,1.22E-01,1.27E-01,32
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2020/6/30,207466,20200730.4,1.22E-01,1.12E-01,1.17E-01,30
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2020/7/31,207534,20200901.4,9.63E-02,8.62E-02,9.13E-02,32
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2020/8/31,207503,20201001.4,9.63E-02,8.62E-02,9.13E-02,31
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2020/9/30,207538,20201103.4,9.13E-02,8.11E-02,8.62E-02,34
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2020/10/30,207553,20201201.4,8.11E-02,7.10E-02,7.60E-02,32
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2020/11/30,207455,20201231.4,7.60E-02,6.59E-02,7.10E-02,31
2000001,RISKFREE,30,CRSP Risk Free Rates - 1-Month (Nominal),2020/12/31,207586,20210202.4,5.58E-02,4.56E-02,5.07E-02,33
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2000/1/31,203130,20000427.4,5.64E+00,5.63E+00,5.63E+00,87
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2000/2/29,203141,20000601.4,5.73E+00,5.72E+00,5.73E+00,93
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2000/3/31,203146,20000629.4,5.82E+00,5.81E+00,5.82E+00,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2000/4/28,203152,20000727.4,5.78E+00,5.77E+00,5.78E+00,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2000/5/31,203164,20000831.4,5.59E+00,5.57E+00,5.58E+00,92
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2000/6/30,203169,20000928.4,5.83E+00,5.82E+00,5.83E+00,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2000/7/31,203175,20001026.4,6.17E+00,6.16E+00,6.17E+00,87
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2000/8/31,203186,20001130.4,6.26E+00,6.25E+00,6.26E+00,91
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2000/9/29,203192,20001228.4,6.16E+00,6.15E+00,6.16E+00,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2000/10/31,203199,20010125.4,6.29E+00,6.28E+00,6.29E+00,86
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2000/11/30,203211,20010301.4,6.16E+00,6.15E+00,6.16E+00,91
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2000/12/29,203215,20010329.4,5.85E+00,5.84E+00,5.84E+00,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2001/1/31,203226,20010503.4,4.96E+00,4.95E+00,4.96E+00,92
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2001/2/28,203235,20010531.4,4.84E+00,4.82E+00,4.83E+00,92
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2001/3/30,203240,20010628.4,4.28E+00,4.27E+00,4.27E+00,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2001/4/30,203246,20010726.4,3.87E+00,3.86E+00,3.86E+00,87
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2001/5/31,203256,20010830.4,3.61E+00,3.60E+00,3.60E+00,91
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2001/6/29,203262,20010927.4,3.63E+00,3.62E+00,3.63E+00,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2001/7/31,203271,20011101.4,3.52E+00,3.51E+00,3.52E+00,93
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2001/8/31,203277,20011129.4,3.35E+00,3.34E+00,3.34E+00,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2001/9/28,203282,20011227.4,2.35E+00,2.34E+00,2.34E+00,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2001/10/31,203290,20020131.4,2.03E+00,2.02E+00,2.03E+00,92
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2001/11/30,203297,20020228.4,1.79E+00,1.78E+00,1.78E+00,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2001/12/31,203301,20020328.4,1.72E+00,1.71E+00,1.71E+00,87
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2002/1/31,203313,20020502.4,1.76E+00,1.75E+00,1.76E+00,91
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2002/2/28,203319,20020530.4,1.76E+00,1.75E+00,1.76E+00,91
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2002/3/28,203327,20020627.4,1.79E+00,1.78E+00,1.78E+00,91
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2002/4/30,203336,20020801.4,1.76E+00,1.75E+00,1.75E+00,93
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2002/5/31,203341,20020829.4,1.73E+00,1.72E+00,1.72E+00,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2002/6/28,203348,20020926.4,1.69E+00,1.68E+00,1.69E+00,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2002/7/31,203356,20021031.4,1.70E+00,1.69E+00,1.69E+00,92
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2002/8/30,203361,20021129.4,1.67E+00,1.66E+00,1.67E+00,91
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2002/9/30,203368,20021226.4,1.55E+00,1.54E+00,1.54E+00,87
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2002/10/31,203375,20030130.4,1.44E+00,1.43E+00,1.43E+00,91
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2002/11/29,203383,20030227.4,1.22E+00,1.21E+00,1.22E+00,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2002/12/31,203393,20030403.4,1.20E+00,1.19E+00,1.19E+00,93
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2003/1/31,203400,20030501.4,1.17E+00,1.16E+00,1.17E+00,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2003/2/28,203407,20030529.4,1.21E+00,1.20E+00,1.21E+00,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2003/3/31,203414,20030626.4,1.11E+00,1.10E+00,1.10E+00,87
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2003/4/30,203422,20030731.4,1.12E+00,1.11E+00,1.11E+00,92
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2003/5/30,203429,20030828.4,1.12E+00,1.11E+00,1.11E+00,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2003/6/30,203437,20031002.4,9.03E-01,8.93E-01,8.98E-01,94
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2003/7/31,203442,20031030.4,9.44E-01,9.34E-01,9.39E-01,91
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2003/8/29,203449,20031128.4,9.92E-01,9.82E-01,9.87E-01,91
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2003/9/30,203457,20040102.4,9.42E-01,9.31E-01,9.36E-01,94
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2003/10/31,203461,20040129.4,9.39E-01,9.29E-01,9.34E-01,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2003/11/28,203468,20040226.4,9.29E-01,9.19E-01,9.24E-01,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2003/12/31,203476,20040401.4,9.39E-01,9.29E-01,9.34E-01,92
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2004/1/30,203482,20040429.4,9.14E-01,9.03E-01,9.08E-01,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2004/2/27,203490,20040527.4,9.49E-01,9.39E-01,9.44E-01,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2004/3/31,203500,20040701.4,9.39E-01,9.29E-01,9.34E-01,92
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2004/4/30,203504,20040729.4,9.69E-01,9.59E-01,9.64E-01,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2004/5/28,203512,20040826.4,1.08E+00,1.07E+00,1.07E+00,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2004/6/30,203520,20040930.4,1.27E+00,1.26E+00,1.26E+00,92
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2004/7/30,203525,20041028.4,1.44E+00,1.43E+00,1.43E+00,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2004/8/31,203536,20041202.4,1.60E+00,1.59E+00,1.60E+00,93
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2004/9/30,203541,20041230.4,1.70E+00,1.69E+00,1.70E+00,91
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2004/10/29,203547,20050127.4,1.90E+00,1.89E+00,1.90E+00,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2004/11/30,203556,20050303.4,2.23E+00,2.22E+00,2.22E+00,93
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2004/12/31,203562,20050331.4,2.23E+00,2.22E+00,2.22E+00,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2005/1/31,203568,20050428.4,2.47E+00,2.46E+00,2.46E+00,87
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2005/2/28,203577,20050526.4,2.74E+00,2.73E+00,2.74E+00,87
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2005/3/31,203585,20050630.4,2.77E+00,2.76E+00,2.77E+00,91
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2005/4/29,203590,20050728.4,2.89E+00,2.88E+00,2.89E+00,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2005/5/31,203599,20050901.4,2.97E+00,2.96E+00,2.96E+00,93
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2005/6/30,203604,20050929.4,3.10E+00,3.09E+00,3.09E+00,91
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2005/7/29,203610,20051027.4,3.39E+00,3.38E+00,3.39E+00,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2005/8/31,203619,20051201.4,3.50E+00,3.49E+00,3.49E+00,92
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2005/9/30,203623,20051229.4,3.54E+00,3.53E+00,3.53E+00,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2005/10/31,203631,20060202.4,3.94E+00,3.93E+00,3.93E+00,94
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2005/11/30,203638,20060302.4,3.94E+00,3.93E+00,3.93E+00,92
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2005/12/30,203644,20060330.4,4.07E+00,4.06E+00,4.06E+00,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2006/1/31,203652,20060504.4,4.45E+00,4.44E+00,4.45E+00,93
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2006/2/28,203660,20060601.4,4.60E+00,4.59E+00,4.60E+00,93
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2006/3/31,203664,20060629.4,4.58E+00,4.57E+00,4.58E+00,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2006/4/28,203670,20060727.4,4.74E+00,4.73E+00,4.73E+00,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2006/5/31,203678,20060831.4,4.82E+00,4.81E+00,4.81E+00,92
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2006/6/30,203683,20060928.4,4.96E+00,4.95E+00,4.95E+00,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2006/7/31,203689,20061026.4,5.07E+00,5.05E+00,5.06E+00,87
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2006/8/31,203698,20061130.4,5.01E+00,4.99E+00,5.00E+00,91
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2006/9/29,203703,20061228.4,4.86E+00,4.85E+00,4.86E+00,90
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2006/10/31,203710,20070201.4,5.05E+00,5.04E+00,5.04E+00,93
2000002,RISKFREE,90,CRSP Risk Free Rates - 3-Month (Nominal),2006/11/30,203718,20070301.4,5.00E+00,4.99E+00,5.00E+00,91
